Code,Country,Income group,Number of Records,Year,Population,Region
MAR,Morocco,Lower middle income,1,1952,9529540,Middle East & North Africa
MOZ,Mozambique,Low income,1,1952,6503106,Sub-Saharan Africa
MMR,Myanmar,Lower middle income,1,1952,18182312,East Asia & Pacific
NAM,Namibia,Upper middle income,1,1952,504552,Sub-Saharan Africa
,Nauru,,1,1952,3191,Unknown
NPL,Nepal,Low income,1,1952,8823022,South Asia
NLD,Netherlands,High income: OECD,1,1952,10275701,Europe & Central Asia
,Netherlands Antilles,,1,1952,116163,Unknown
NCL,New Caledonia,High income: nonOECD,1,1952,64441,East Asia & Pacific
NZL,New Zealand,High income: OECD,1,1952,1992619,East Asia & Pacific
,Ngorno-Karabakh,,1,1952,,Unknown
NIC,Nicaragua,Lower middle income,1,1952,1371525,Latin America & Caribbean
NER,Niger,Low income,1,1952,2717047,Sub-Saharan Africa
NGA,Nigeria,Lower middle income,1,1952,39049831,Sub-Saharan Africa
,Niue,,1,1952,4687,Unknown
,Norfolk Island,,1,1952,1699,Unknown
,Northern Cyprus,,1,1952,,Unknown
MNP,Northern Mariana Islands,High income: nonOECD,1,1952,7222,East Asia & Pacific
NOR,Norway,High income: OECD,1,1952,3333895,Europe & Central Asia
OMN,Oman,High income: nonOECD,1,1952,469350,Middle East & North Africa
PAK,Pakistan,Lower middle income,1,1952,38485341,South Asia
PLW,Palau,Upper middle income,1,1952,7620,East Asia & Pacific
PAN,Panama,Upper middle income,1,1952,904387,Latin America & Caribbean
PNG,Papua New Guinea,Lower middle income,1,1952,1750883,East Asia & Pacific
PRY,Paraguay,Upper middle income,1,1952,1550763,Latin America & Caribbean
PER,Peru,Upper middle income,1,1952,8128525,Latin America & Caribbean
PHL,Philippines,Lower middle income,1,1952,19945659,East Asia & Pacific
,Pitcairn,,1,1952,135,Unknown
POL,Poland,High income: OECD,1,1952,25738253,Europe & Central Asia
PRT,Portugal,High income: OECD,1,1952,8473628,Europe & Central Asia
PRI,Puerto Rico,High income: nonOECD,1,1952,2212098,Latin America & Caribbean
QAT,Qatar,High income: nonOECD,1,1952,29843,Middle East & North Africa
,Reunion,,1,1952,268485,Unknown
ROM,Romania,Upper middle income,1,1952,16764920,Europe & Central Asia
RUS,Russia,High income: nonOECD,1,1952,105969442,Europe & Central Asia
RWA,Rwanda,Low income,1,1952,2313306,Sub-Saharan Africa
,St. Barthélemy,,1,1952,2222,Unknown
,St. Helena,,1,1952,5018,Unknown
KNA,St. Kitts and Nevis,High income: nonOECD,1,1952,46495,Latin America & Caribbean
LCA,St. Lucia,Upper middle income,1,1952,84763,Latin America & Caribbean
MAF,St. Martin,High income: nonOECD,1,1952,17718,Latin America & Caribbean
VCT,St. Vincent and the Grenadines,Upper middle income,1,1952,69270,Latin America & Caribbean
,St.-Pierre-et-Miquelon,,1,1952,4634,Unknown
WSM,Samoa,Lower middle income,1,1952,86818,East Asia & Pacific
SMR,San Marino,High income: nonOECD,1,1952,13088,Europe & Central Asia
STP,Sao Tome and Principe,Lower middle income,1,1952,58525,Sub-Saharan Africa
SAU,Saudi Arabia,High income: nonOECD,1,1952,3283299,Middle East & North Africa
SEN,Senegal,Lower middle income,1,1952,2586817,Sub-Saharan Africa
SRB,Serbia,Upper middle income,1,1952,6963396,Europe & Central Asia
,Serbia and Montenegro,,1,1952,7281202,Unknown
,Serbia excluding Kosovo,,1,1952,5802962,Unknown
SYC,Seychelles,High income: nonOECD,1,1952,37438,Sub-Saharan Africa
SLE,Sierra Leone,Low income,1,1952,1983321,Sub-Saharan Africa
SGP,Singapore,High income: nonOECD,1,1952,1120277,East Asia & Pacific
SXM,Slovak Republic,High income: nonOECD,1,1952,3585960,Latin America & Caribbean
SVK,Slovenia,High income: OECD,1,1952,1491673,Europe & Central Asia
SVN,Solomon Islands,High income: OECD,1,1952,94079,Europe & Central Asia
SLB,Somalia,Lower middle income,1,1952,2351811,East Asia & Pacific
SOM,Somaliland,Low income,1,1952,,Sub-Saharan Africa
ZAF,South Africa,Upper middle income,1,1952,14322409,Sub-Saharan Africa
SSD,South Ossetia,Low income,1,1952,,Sub-Saharan Africa
ESP,Spain,High income: OECD,1,1952,28430442,Europe & Central Asia
LKA,Sri Lanka,Lower middle income,1,1952,8338783,South Asia
SDN,Sudan,Lower middle income,1,1952,6039086,Sub-Saharan Africa
SUR,Suriname,Upper middle income,1,1952,229653,Latin America & Caribbean
,Svalbard,,1,1952,1512,Unknown
SWZ,Swaziland,Lower middle income,1,1952,285338,Sub-Saharan Africa
SWE,Sweden,High income: OECD,1,1952,7125539,Europe & Central Asia
CHE,Switzerland,High income: OECD,1,1952,4788958,Europe & Central Asia
SYR,Syria,Lower middle income,1,1952,3595227,Middle East & North Africa
TWN,Taiwan,High income: nonOECD,1,1952,8550333,East Asia & Pacific
TJK,Tajikistan,Lower middle income,1,1952,1624542,Europe & Central Asia
TZA,Tanzania,Low income,1,1952,8055911,Sub-Saharan Africa
THA,Thailand,Upper middle income,1,1952,21837991,East Asia & Pacific
TMP,Timor-Leste,Lower middle income,1,1952,443346,East Asia & Pacific
TGO,Togo,Low income,1,1952,1441908,Sub-Saharan Africa
,Tokelau,,1,1952,1504,Unknown
TON,Tonga,Upper middle income,1,1952,51171,East Asia & Pacific
,Transnistria,,1,1952,,Unknown
TTO,Trinidad and Tobago,High income: nonOECD,1,1952,675742,Latin America & Caribbean
TUN,Tunisia,Upper middle income,1,1952,3773357,Middle East & North Africa
TUR,Turkey,Upper middle income,1,1952,22393931,Europe & Central Asia
TKM,Turkmenistan,Upper middle income,1,1952,1252660,Europe & Central Asia
TCA,Turks and Caicos Islands,High income: nonOECD,1,1952,4977,Latin America & Caribbean
TUV,Tuvalu,Upper middle income,1,1952,5294,East Asia & Pacific
UGA,Uganda,Low income,1,1952,5455540,Sub-Saharan Africa
UKR,Ukraine,Lower middle income,1,1952,38360511,Europe & Central Asia
ARE,United Arab Emirates,High income: nonOECD,1,1952,69813,Middle East & North Africa
GBR,United Kingdom,High income: OECD,1,1952,50683596,Europe & Central Asia
USA,United States,High income: OECD,1,1952,162280405,North America
URY,Uruguay,High income: nonOECD,1,1952,2286264,Latin America & Caribbean
,USSR,,1,1952,185831282,Unknown
UZB,Uzbekistan,Lower middle income,1,1952,7265172,Europe & Central Asia
,Wallis et Futuna,,1,1952,7238,Unknown
VUT,Vanuatu,Lower middle income,1,1952,50295,East Asia & Pacific
VEN,Venezuela,High income: nonOECD,1,1952,5989555,Latin America & Caribbean
,West Bank and Gaza,,1,1952,,Unknown
,West Germany,,1,1952,50928024,Unknown
,Western Sahara,,1,1952,17576,Unknown
VNM,Vietnam,Lower middle income,1,1952,931919,East Asia & Pacific
VIR,Virgin Islands (U.S.),High income: nonOECD,1,1952,27974,Latin America & Caribbean
WBG,North Yemen (former),Lower middle income,1,1952,4324445,Middle East & North Africa
,South Yemen (former),,1,1952,1338923,Unknown
YEM,Yemen,Lower middle income,1,1952,4546100,Middle East & North Africa
,Yugoslavia,,1,1952,16721448,Unknown
ZMB,Zambia,Lower middle income,1,1952,2438575,Sub-Saharan Africa
ZWE,Zimbabwe,Low income,1,1952,2918424,Sub-Saharan Africa
,Åland,,1,1952,21546,Unknown
,South Sudan,,1,1952,2624563,Unknown
,Curaçao,,1,1952,108285,Unknown
,Sint Maarten (Dutch part),,1,1952,1799,Unknown
,St. Martin (French part),,1,1952,,Unknown
,Antarctica,,1,1952,,Unknown
,Bouvet Island,,1,1952,,Unknown
,British Indian Ocean Territory,,1,1952,,Unknown
,Clipperton,,1,1952,,Unknown
,French Southern and Antarctic Lands,,1,1952,,Unknown
,Gaza Strip,,1,1952,,Unknown
,Heard and McDonald Islands,,1,1952,,Unknown
,Northern Marianas,,1,1952,,Unknown
,South Georgia and the South Sandwich Islands,,1,1952,,Unknown
,US Minor Outlying Islands,,1,1952,,Unknown
,Virgin Islands,,1,1952,,Unknown
,West Bank,,1,1952,,Unknown
,Abkhazia,,1,1953,,Unknown
AFG,Afghanistan,Low income,1,1953,8038312,South Asia
,Akrotiri and Dhekelia,,1,1953,10889,Unknown
ALB,Albania,Upper middle income,1,1953,1348097,Europe & Central Asia
DZA,Algeria,Upper middle income,1,1953,9405445,Middle East & North Africa
ASM,American Samoa,Upper middle income,1,1953,19683,East Asia & Pacific
ADO,Andorra,High income: nonOECD,1,1953,7863,Europe & Central Asia
AGO,Angola,Upper middle income,1,1953,4621691,Sub-Saharan Africa
,Anguilla,,1,1953,5549,Unknown
ATG,Antigua and Barbuda,High income: nonOECD,1,1953,51092,Latin America & Caribbean
ARG,Argentina,High income: nonOECD,1,1953,18224150,Latin America & Caribbean
ARM,Armenia,Lower middle income,1,1953,1463017,Europe & Central Asia
ABW,Aruba,High income: nonOECD,1,1953,40149,Latin America & Caribbean
AUS,Australia,High income: OECD,1,1953,8821938,East Asia & Pacific
AUT,Austria,High income: OECD,1,1953,6932427,Europe & Central Asia
AZE,Azerbaijan,Upper middle income,1,1953,3133703,Europe & Central Asia
BHS,Bahamas,High income: nonOECD,1,1953,83371,Latin America & Caribbean
BHR,Bahrain,High income: nonOECD,1,1953,123593,Middle East & North Africa
BGD,Bangladesh,Lower middle income,1,1953,40302266,South Asia
BRB,Barbados,High income: nonOECD,1,1953,222808,Latin America & Caribbean
BLR,Belarus,Upper middle income,1,1953,7724108,Europe & Central Asia
BEL,Belgium,High income: OECD,1,1953,8770196,Europe & Central Asia
BLZ,Belize,Upper middle income,1,1953,75554,Latin America & Caribbean
BEN,Benin,Low income,1,1953,2274130,Sub-Saharan Africa
BMU,Bermuda,High income: nonOECD,1,1953,39196,North America
BTN,Bhutan,Lower middle income,1,1953,190810,South Asia
BOL,Bolivia,Lower middle income,1,1953,3248462,Latin America & Caribbean
BIH,Bosnia and Herzegovina,Upper middle income,1,1953,2819107,Europe & Central Asia
BWA,Botswana,Upper middle income,1,1953,448437,Sub-Saharan Africa
BRA,Brazil,Upper middle income,1,1953,59053267,Latin America & Caribbean
,British Virgin Islands,,1,1953,7605,Unknown
BRN,Brunei,High income: nonOECD,1,1953,56958,East Asia & Pacific
BGR,Bulgaria,Upper middle income,1,1953,7418765,Europe & Central Asia
BFA,Burkina Faso,Low income,1,1953,4413203,Sub-Saharan Africa
BDI,Burundi,Low income,1,1953,2445836,Sub-Saharan Africa
KHM,Cambodia,Low income,1,1953,4784792,East Asia & Pacific
CMR,Cameroon,Lower middle income,1,1953,4704556,Sub-Saharan Africa
CAN,Canada,High income: OECD,1,1953,14882050,North America
CPV,Cape Verde,Lower middle income,1,1953,194839,Sub-Saharan Africa
CYM,Cayman Islands,High income: nonOECD,1,1953,6319,Latin America & Caribbean
CAF,Central African Republic,Low income,1,1953,1367805,Sub-Saharan Africa
TCD,Chad,Low income,1,1953,2636785,Sub-Saharan Africa
CHI,Channel Islands,High income: nonOECD,1,1953,104314,Europe & Central Asia
CHL,Chile,High income: OECD,1,1953,6561033,Latin America & Caribbean
CHN,China,Upper middle income,1,1953,580886559,East Asia & Pacific
,Christmas Island,,1,1953,663,Unknown
,Cocos Island,,1,1953,338,Unknown
COL,Colombia,Upper middle income,1,1953,13438645,Latin America & Caribbean
COM,Comoros,Low income,1,1953,166839,Sub-Saharan Africa
ZAR,"Congo, Dem. Rep.",Low income,1,1953,12944393,Sub-Saharan Africa
COG,"Congo, Rep.",Lower middle income,1,1953,859714,Sub-Saharan Africa
,Cook Is,,1,1953,15840,Unknown
CRI,Costa Rica,Upper middle income,1,1953,1048222,Latin America & Caribbean
CIV,Cote d'Ivoire,Lower middle income,1,1953,2827844,Sub-Saharan Africa
HRV,Croatia,High income: nonOECD,1,1953,3959119,Europe & Central Asia
CUB,Cuba,Upper middle income,1,1953,6304524,Latin America & Caribbean
CYP,Cyprus,High income: nonOECD,1,1953,513435,Europe & Central Asia
CZE,Czech Republic,High income: OECD,1,1953,9200240,Europe & Central Asia
,Czechoslovakia,,1,1953,12818348,Unknown
DNK,Denmark,High income: OECD,1,1953,4379141,Europe & Central Asia
DJI,Djibouti,Lower middle income,1,1953,66273,Middle East & North Africa
DMA,Dominica,Upper middle income,1,1953,52945,Latin America & Caribbean
DOM,Dominican Republic,Upper middle income,1,1953,2600801,Latin America & Caribbean
,East Germany,,1,1953,18185397,Unknown
ECU,Ecuador,Upper middle income,1,1953,3752131,Latin America & Caribbean
EGY,Egypt,Lower middle income,1,1953,22458402,Middle East & North Africa
SLV,El Salvador,Lower middle income,1,1953,2324558,Latin America & Caribbean
GNQ,Equatorial Guinea,High income: nonOECD,1,1953,234512,Sub-Saharan Africa
ERI,Eritrea,Low income,1,1953,1208141,Sub-Saharan Africa
,Eritrea and Ethiopia,,1,1953,22686380,Unknown
EST,Estonia,High income: OECD,1,1953,1136906,Europe & Central Asia
ETH,Ethiopia,Low income,1,1953,19184239,Sub-Saharan Africa
FRO,Faeroe Islands,High income: nonOECD,1,1953,31292,Europe & Central Asia
,Falkland Is (Malvinas),,1,1953,2224,Unknown
FJI,Fiji,Upper middle income,1,1953,314352,East Asia & Pacific
FIN,Finland,High income: OECD,1,1953,4142353,Europe & Central Asia
FRA,France,High income: OECD,1,1953,42724452,Europe & Central Asia
,French Guiana,,1,1953,27463,Unknown
PYF,French Polynesia,High income: nonOECD,1,1953,65594,East Asia & Pacific
GAB,Gabon,Upper middle income,1,1953,479237,Sub-Saharan Africa
GMB,Gambia,Low income,1,1953,283502,Sub-Saharan Africa
GEO,Georgia,Lower middle income,1,1953,3710132,Europe & Central Asia
DEU,Germany,High income: OECD,1,1953,70720721,Europe & Central Asia
GHA,Ghana,Lower middle income,1,1953,5339179,Sub-Saharan Africa
,Gibraltar,,1,1953,20879,Unknown
GRC,Greece,High income: OECD,1,1953,7779457,Europe & Central Asia
GRL,Greenland,High income: nonOECD,1,1953,24469,Europe & Central Asia
GRD,Grenada,Upper middle income,1,1953,78103,Latin America & Caribbean
,Guadeloupe,,1,1953,222551,Unknown
GUM,Guam,High income: nonOECD,1,1953,61471,East Asia & Pacific
GTM,Guatemala,Lower middle income,1,1953,3424050,Latin America & Caribbean
,Guernsey,,1,1953,45887,Unknown
GIN,Guinea,Low income,1,1953,3228112,Sub-Saharan Africa
GNB,Guinea-Bissau,Low income,1,1953,559688,Sub-Saharan Africa
GUY,Guyana,Lower middle income,1,1953,452260,Latin America & Caribbean
HTI,Haiti,Low income,1,1953,3390047,Latin America & Caribbean
,Holy See,,1,1953,889,Unknown
HND,Honduras,Lower middle income,1,1953,1615739,Latin America & Caribbean
HKG,"Hong Kong, China",High income: nonOECD,1,1953,2249334,East Asia & Pacific
HUN,Hungary,High income: OECD,1,1953,9691114,Europe & Central Asia
ISL,Iceland,High income: OECD,1,1953,150779,Europe & Central Asia
IND,India,Lower middle income,1,1953,395137696,South Asia
IDN,Indonesia,Lower middle income,1,1953,73866520,East Asia & Pacific
IRN,Iran,Upper middle income,1,1953,18368896,Middle East & North Africa
IRQ,Iraq,Upper middle income,1,1953,6216130,Middle East & North Africa
IRL,Ireland,High income: OECD,1,1953,2921360,Europe & Central Asia
IMY,Isle of Man,High income: nonOECD,1,1953,54258,Europe & Central Asia
ISR,Israel,High income: OECD,1,1953,1546239,Middle East & North Africa
ITA,Italy,High income: OECD,1,1953,47748689,Europe & Central Asia
JAM,Jamaica,Upper middle income,1,1953,1496629,Latin America & Caribbean
JPN,Japan,High income: OECD,1,1953,86378004,East Asia & Pacific
,Jersey,,1,1953,58691,Unknown
JOR,Jordan,Upper middle income,1,1953,574887,Middle East & North Africa
KAZ,Kazakhstan,Upper middle income,1,1953,7315507,Europe & Central Asia
KEN,Kenya,Lower middle income,1,1953,6593123,Sub-Saharan Africa
KIR,Kiribati,Lower middle income,1,1953,35004,East Asia & Pacific
PRK,North Korea,Low income,1,1953,9957244,East Asia & Pacific
KOR,South Korea,High income: OECD,1,1953,19979069,East Asia & Pacific
,United Korea (former),,1,1953,29761346,Unknown
KSV,Kosovo,Lower middle income,1,1953,1242614,Europe & Central Asia
KWT,Kuwait,High income: nonOECD,1,1953,181957,Middle East & North Africa
KGZ,Kyrgyz Republic,Lower middle income,1,1953,1825123,Europe & Central Asia
LAO,Lao,Lower middle income,1,1953,1805210,East Asia & Pacific
LVA,Latvia,High income: nonOECD,1,1953,1979028,Europe & Central Asia
LBN,Lebanon,Upper middle income,1,1953,1434845,Middle East & North Africa
LSO,Lesotho,Lower middle income,1,1953,765564,Sub-Saharan Africa
LBR,Liberia,Low income,1,1953,973896,Sub-Saharan Africa
LBY,Libya,Upper middle income,1,1953,1175887,Middle East & North Africa
LIE,Liechtenstein,High income: nonOECD,1,1953,14342,Europe & Central Asia
LTU,Lithuania,High income: nonOECD,1,1953,2591999,Europe & Central Asia
LUX,Luxembourg,High income: OECD,1,1953,301505,Europe & Central Asia
MAC,"Macao, China",High income: nonOECD,1,1953,190288,East Asia & Pacific
MKD,"Macedonia, FYR",Upper middle income,1,1953,1347465,Europe & Central Asia
MDG,Madagascar,Low income,1,1953,4348239,Sub-Saharan Africa
MWI,Malawi,Low income,1,1953,3124731,Sub-Saharan Africa
MYS,Malaysia,Upper middle income,1,1953,6618274,East Asia & Pacific
MDV,Maldives,Upper middle income,1,1953,76483,South Asia
MLI,Mali,Low income,1,1953,4864754,Sub-Saharan Africa
MLT,Malta,High income: nonOECD,1,1953,313505,Middle East & North Africa
MHL,Marshall Islands,Upper middle income,1,1953,13626,East Asia & Pacific
,Martinique,,1,1953,233265,Unknown
MRT,Mauritania,Lower middle income,1,1953,709098,Sub-Saharan Africa
MUS,Mauritius,Upper middle income,1,1953,537048,Sub-Saharan Africa
,Mayotte,,1,1953,17246,Unknown
MEX,Mexico,Upper middle income,1,1953,30634216,Latin America & Caribbean
FSM,"Micronesia, Fed. Sts.",Lower middle income,1,1953,35694,East Asia & Pacific
MDA,Moldova,Lower middle income,1,1953,2491068,Europe & Central Asia
MCO,Monaco,High income: nonOECD,1,1953,19053,Europe & Central Asia
MNG,Mongolia,Upper middle income,1,1953,823060,East Asia & Pacific
MNE,Montenegro,Upper middle income,1,1953,421735,Europe & Central Asia
,Montserrat,,1,1953,14627,Unknown
MAR,Morocco,Lower middle income,1,1953,9837752,Middle East & North Africa
MOZ,Mozambique,Low income,1,1953,6607094,Sub-Saharan Africa
MMR,Myanmar,Lower middle income,1,1953,18529495,East Asia & Pacific
NAM,Namibia,Upper middle income,1,1953,515040,Sub-Saharan Africa
,Nauru,,1,1953,3335,Unknown
NPL,Nepal,Low income,1,1953,8982216,South Asia
NLD,Netherlands,High income: OECD,1,1953,10407107,Europe & Central Asia
,Netherlands Antilles,,1,1953,118338,Unknown
NCL,New Caledonia,High income: nonOECD,1,1953,65153,East Asia & Pacific
NZL,New Zealand,High income: OECD,1,1953,2040015,East Asia & Pacific
,Ngorno-Karabakh,,1,1953,,Unknown
NIC,Nicaragua,Lower middle income,1,1953,1414276,Latin America & Caribbean
NER,Niger,Low income,1,1953,2797435,Sub-Saharan Africa
NGA,Nigeria,Lower middle income,1,1953,39707796,Sub-Saharan Africa
,Niue,,1,1953,4687,Unknown
,Norfolk Island,,1,1953,1704,Unknown
,Northern Cyprus,,1,1953,,Unknown
MNP,Northern Mariana Islands,High income: nonOECD,1,1953,7417,East Asia & Pacific
NOR,Norway,High income: OECD,1,1953,3366281,Europe & Central Asia
OMN,Oman,High income: nonOECD,1,1953,477437,Middle East & North Africa
PAK,Pakistan,Lower middle income,1,1953,39065871,South Asia
PLW,Palau,Upper middle income,1,1953,7797,East Asia & Pacific
PAN,Panama,Upper middle income,1,1953,928713,Latin America & Caribbean
PNG,Papua New Guinea,Lower middle income,1,1953,1773331,East Asia & Pacific
PRY,Paraguay,Upper middle income,1,1953,1590497,Latin America & Caribbean
PER,Peru,Upper middle income,1,1953,8340379,Latin America & Caribbean
PHL,Philippines,Lower middle income,1,1953,20670541,East Asia & Pacific
,Pitcairn,,1,1953,138,Unknown
POL,Poland,High income: OECD,1,1953,26236679,Europe & Central Asia
PRT,Portugal,High income: OECD,1,1953,8532193,Europe & Central Asia
